Date,Emp_ID,Emp_Name,Model,Line,Stage,Stage_Criticality,Units_Checked,Total_Errors,Defect_Rate,Pass_Ratio,Error_Std_Dev,Critical_Exposure,Suitability_Score
2026-01-11,1002,Kajal,Prado EU,BE-07,Camera,Critical,1671,2,0.0012,0.998,0.86,9,82.06
2026-01-16,1004,Rishi,Prado EU,BE-08,Cosmetic,Normal,1768,1,0.0006,0.999,0.97,55,84.84
2026-01-16,1004,Rishi,Prado NA,BE-08,Camera,Critical,2000,3,0.0015,0.998,0.01,96,97.78
2026-01-16,1010,Maya,Prado EU,BE-07,Inner VI,Semi-Critical,2151,2,0.0009,0.999,0.67,113,92.65
2026-01-14,1005,Puja,Fortuner,BE-09,PCB,Critical,2273,2,0.0009,0.999,0.24,81,94.28
2026-01-11,1010,Maya,Innova,BE-07,Camera,Critical,1582,1,0.0006,0.999,0.6,96,91.95
2026-01-14,1008,Saurabh,Prado EU,BE-09,Camera,Critical,1657,2,0.0012,0.998,0.07,84,96.2
2026-01-13,1004,Rishi,Fortuner,BE-07,Inner VI,Semi-Critical,1895,0,0,1,0.86,84,88.4
2026-01-13,1010,Maya,Prado NA,BE-08,Inner VI,Semi-Critical,2293,1,0.0004,0.999,0.45,55,90.05
2026-01-15,1009,Kiran,Fortuner,BE-09,Cosmetic,Normal,2261,2,0.0009,0.999,0.02,84,96.73
2026-01-14,1009,Kiran,Prado NA,BE-07,Camera,Critical,1577,0,0,1,0.04,118,99.43
2026-01-16,1008,Saurabh,Fortuner,BE-07,PCB,Critical,1752,2,0.0011,0.998,0.82,52,86.04
2026-01-14,1001,Anuj,Fortuner,BE-07,Camera,Critical,1650,4,0.0024,0.996,0.81,16,83.03
2026-01-15,1008,Saurabh,Prado EU,BE-09,Battery,Semi-Critical,1834,1,0.0005,0.999,0.56,115,93.94
2026-01-13,1010,Maya,Innova,BE-07,Battery,Semi-Critical,2103,1,0.0005,0.999,0.96,45,84.11
2026-01-16,1002,Kajal,Prado EU,BE-07,PCB,Critical,2145,1,0.0005,0.999,0.89,118,90.9
2026-01-12,1005,Puja,Fortuner,BE-09,Camera,Critical,1574,5,0.0032,0.996,0.47,91,92.63
2026-01-15,1006,Shubham,Innova,BE-07,PCB,Critical,1646,1,0.0006,0.999,0.81,68,87.52
2026-01-10,1003,Ritesh,Prado NA,BE-07,Cosmetic,Normal,2156,2,0.0009,0.999,1.08,54,83.62
2026-01-10,1008,Saurabh,Innova,BE-08,Battery,Semi-Critical,1536,3,0.002,0.997,0.44,72,91.44
2026-01-15,1004,Rishi,Prado NA,BE-07,PCB,Critical,1955,1,0.0005,0.999,0.5,60,89.96
2026-01-16,1010,Maya,Fortuner,BE-09,Camera,Critical,2147,2,0.0009,0.999,0.84,17,82.95
2026-01-15,1006,Shubham,Prado NA,BE-07,PCB,Critical,2252,4,0.0018,0.998,0.92,113,90.08
2026-01-10,1001,Anuj,Fortuner,BE-07,RF Cable,Critical,2185,3,0.0014,0.998,0.91,8,81.46
2026-01-11,1004,Rishi,Innova,BE-07,RF Cable,Critical,2144,2,0.0009,0.999,0.23,58,92.46
2026-01-14,1005,Puja,Prado NA,BE-08,PCB,Critical,2157,0,0,1,0.28,83,94.12
2026-01-12,1004,Rishi,Innova,BE-09,Inner VI,Semi-Critical,1519,3,0.002,0.997,0.36,90,93.74
2026-01-15,1004,Rishi,Prado EU,BE-08,Camera,Critical,2294,3,0.0013,0.998,0.86,99,89.55
2026-01-13,1006,Shubham,Fortuner,BE-07,Cosmetic,Normal,1580,1,0.0006,0.999,0.27,56,91.92
2026-01-14,1004,Rishi,Innova,BE-07,PCB,Critical,1690,2,0.0012,0.999,1.17,102,86.71
2026-01-10,1006,Shubham,Prado EU,BE-07,Battery,Semi-Critical,1841,0,0,1,0.81,38,85.07
2026-01-12,1003,Ritesh,Fortuner,BE-07,Cosmetic,Normal,1514,1,0.0007,0.999,0.12,74,94.92
2026-01-15,1008,Saurabh,Fortuner,BE-08,Battery,Semi-Critical,1526,3,0.002,0.997,0.17,70,93.97
2026-01-13,1009,Kiran,Fortuner,BE-07,Battery,Semi-Critical,2082,0,0,1,0.53,45,88.45
2026-01-14,1008,Saurabh,Fortuner,BE-07,Battery,Semi-Critical,1545,1,0.0006,0.999,0.56,59,89.27
2026-01-13,1004,Rishi,Fortuner,BE-07,Cosmetic,Normal,2189,2,0.0009,0.999,0.29,42,90.52
2026-01-13,1006,Shubham,Innova,BE-08,RF Cable,Critical,1900,0,0,1,0.97,86,87.47
2026-01-15,1008,Saurabh,Prado EU,BE-09,PCB,Critical,1551,3,0.0019,0.998,0.27,81,93.9
2026-01-16,1003,Ritesh,Prado EU,BE-07,Inner VI,Semi-Critical,2026,1,0.0005,0.999,0.87,119,91.18
2026-01-16,1007,Neha,Prado NA,BE-07,Cosmetic,Normal,1731,0,0,1,0.12,68,94.47
2026-01-14,1002,Kajal,Prado NA,BE-09,Inner VI,Semi-Critical,1867,1,0.0005,0.999,0.55,57,89.21
2026-01-12,1003,Ritesh,Fortuner,BE-09,RF Cable,Critical,1934,1,0.0005,0.999,0.51,45,88.61
2026-01-15,1008,Saurabh,Innova,BE-07,Inner VI,Semi-Critical,1935,1,0.0005,0.999,0.68,81,89.91
2026-01-12,1006,Shubham,Prado NA,BE-07,Inner VI,Semi-Critical,2240,0,0,1,0.35,110,95.67
2026-01-13,1008,Saurabh,Prado NA,BE-07,Cosmetic,Normal,2296,1,0.0004,0.999,0.5,24,86.96
2026-01-11,1008,Saurabh,Prado NA,BE-09,RF Cable,Critical,1674,4,0.0024,0.996,0.33,48,90.5
2026-01-11,1004,Rishi,Prado EU,BE-07,RF Cable,Critical,1761,1,0.0006,0.999,0.12,45,92.5
2026-01-16,1001,Anuj,Innova,BE-07,Inner VI,Semi-Critical,1799,2,0.0011,0.998,0.6,79,90.49
2026-01-15,1004,Rishi,Prado EU,BE-09,Inner VI,Semi-Critical,1515,3,0.002,0.997,0.48,16,86.38
2026-01-11,1010,Maya,Prado NA,BE-07,RF Cable,Critical,1941,0,0,1,0.58,53,88.62
2026-01-10,1006,Shubham,Prado NA,BE-07,Battery,Semi-Critical,1739,1,0.0006,0.999,0.99,81,86.8
2026-01-15,1006,Shubham,Prado EU,BE-07,Battery,Semi-Critical,2169,1,0.0005,0.999,1.06,16,80.7
2026-01-12,1003,Ritesh,Fortuner,BE-09,Battery,Semi-Critical,1900,0,0,1,1.01,100,88.23
2026-01-13,1003,Ritesh,Innova,BE-09,Cosmetic,Normal,1953,0,0,1,0,55,94.58
2026-01-12,1010,Maya,Fortuner,BE-08,Battery,Semi-Critical,2093,0,0,1,0.06,60,94.4
2026-01-10,1008,Saurabh,Prado EU,BE-08,Battery,Semi-Critical,1744,1,0.0006,0.999,0.3,82,93.79
2026-01-15,1007,Neha,Prado EU,BE-09,Camera,Critical,1845,2,0.0011,0.999,0.74,17,83.93
2026-01-10,1009,Kiran,Prado EU,BE-07,Camera,Critical,1513,2,0.0013,0.998,0.68,98,91.27
2026-01-16,1002,Kajal,Fortuner,BE-09,Cosmetic,Normal,1845,0,0,1,0.64,69,89.35
2026-01-15,1008,Saurabh,Prado EU,BE-09,PCB,Critical,2007,2,0.001,0.998,0.19,11,88.93
2026-01-15,1007,Neha,Fortuner,BE-07,RF Cable,Critical,1987,1,0.0005,0.999,0.42,104,94.43
2026-01-15,1001,Anuj,Prado EU,BE-07,Cosmetic,Normal,2180,0,0,1,0.71,103,91.48
2026-01-15,1004,Rishi,Prado NA,BE-07,Camera,Critical,1614,3,0.0019,0.997,1.07,39,82.39
2026-01-12,1005,Puja,Prado NA,BE-07,Battery,Semi-Critical,2183,3,0.0014,0.998,0.06,78,95.79
2026-01-11,1008,Saurabh,Innova,BE-08,PCB,Critical,2049,1,0.0005,0.999,1.17,99,86.51
2026-01-11,1002,Kajal,Fortuner,BE-08,PCB,Critical,1674,2,0.0012,0.998,0.23,49,91.69
2026-01-10,1007,Neha,Prado EU,BE-08,Battery,Semi-Critical,1590,1,0.0006,0.999,0.89,57,85.8
2026-01-12,1004,Rishi,Prado NA,BE-08,RF Cable,Critical,1542,2,0.0013,0.998,1.2,82,84.72
2026-01-14,1006,Shubham,Fortuner,BE-08,Cosmetic,Normal,1875,0,0,1,0.55,43,88.08
2026-01-15,1006,Shubham,Prado NA,BE-09,RF Cable,Critical,1595,1,0.0006,0.999,0.31,93,94.6
2026-01-11,1009,Kiran,Prado EU,BE-07,Cosmetic,Normal,1645,1,0.0006,0.999,0.39,78,92.55
2026-01-14,1006,Shubham,Prado NA,BE-09,Inner VI,Semi-Critical,2113,0,0,1,0.61,18,85.4
2026-01-15,1008,Saurabh,Prado EU,BE-08,Cosmetic,Normal,1758,1,0.0006,0.999,0.96,38,83.52
2026-01-12,1008,Saurabh,Fortuner,BE-07,PCB,Critical,1838,1,0.0005,0.999,0.39,23,87.97
2026-01-11,1003,Ritesh,Fortuner,BE-08,PCB,Critical,1934,1,0.0005,0.999,0.73,62,87.83
2026-01-15,1010,Maya,Innova,BE-09,Camera,Critical,1797,0,0,1,0.72,7,83.38
2026-01-13,1010,Maya,Prado NA,BE-07,Camera,Critical,2184,3,0.0014,0.998,0.64,115,93.08
2026-01-16,1009,Kiran,Prado NA,BE-07,Cosmetic,Normal,2066,1,0.0005,0.999,0.97,53,84.68
2026-01-15,1007,Neha,Fortuner,BE-09,PCB,Critical,2076,3,0.0014,0.998,0.72,31,85.26
2026-01-15,1005,Puja,Fortuner,BE-09,Cosmetic,Normal,1965,2,0.001,0.998,0.05,64,94.75
2026-01-16,1002,Kajal,Prado NA,BE-08,Battery,Semi-Critical,2296,1,0.0004,0.999,0.11,61,93.95
2026-01-15,1004,Rishi,Innova,BE-07,PCB,Critical,1967,1,0.0005,0.999,0.75,13,83.54
2026-01-15,1007,Neha,Prado EU,BE-07,Cosmetic,Normal,1871,1,0.0005,0.999,0.09,31,91.64
2026-01-13,1002,Kajal,Prado NA,BE-09,Battery,Semi-Critical,1923,1,0.0005,0.999,0.06,13,90.44
2026-01-15,1006,Shubham,Fortuner,BE-08,Camera,Critical,1973,2,0.001,0.998,1.08,96,87.11
2026-01-16,1004,Rishi,Prado EU,BE-08,PCB,Critical,1927,4,0.0021,0.997,1.07,115,88.73
2026-01-15,1004,Rishi,Fortuner,BE-08,RF Cable,Critical,1856,1,0.0005,0.999,0.84,96,89.55
2026-01-11,1010,Maya,Innova,BE-07,Battery,Semi-Critical,1989,0,0,1,1.09,83,86.02
2026-01-13,1006,Shubham,Prado NA,BE-08,Cosmetic,Normal,1912,1,0.0005,0.999,0.71,96,90.86
2026-01-16,1009,Kiran,Innova,BE-08,RF Cable,Critical,1695,0,0,1,0.69,88,90.43
2026-01-16,1001,Anuj,Prado NA,BE-07,Cosmetic,Normal,2225,0,0,1,0.69,51,87.35
2026-01-10,1002,Kajal,Fortuner,BE-08,Battery,Semi-Critical,1847,3,0.0016,0.998,0.5,5,85.29
2026-01-11,1006,Shubham,Prado NA,BE-08,Camera,Critical,2289,8,0.0035,0.994,0.52,110,93.67
2026-01-15,1010,Maya,Innova,BE-09,Camera,Critical,2021,3,0.0015,0.998,0.31,13,87.86
2026-01-13,1009,Kiran,Innova,BE-09,RF Cable,Critical,1580,1,0.0006,0.999,1.05,88,86.78
2026-01-15,1006,Shubham,Fortuner,BE-07,PCB,Critical,1558,1,0.0006,0.999,0.12,102,97.25
2026-01-13,1002,Kajal,Innova,BE-08,Battery,Semi-Critical,2269,1,0.0004,0.999,0.97,16,81.6
2026-01-15,1009,Kiran,Prado NA,BE-09,Battery,Semi-Critical,1973,0,0,1,0.32,66,92.3
2026-01-15,1007,Neha,Prado EU,BE-08,Cosmetic,Normal,1661,1,0.0006,0.999,0.38,109,95.23
2026-01-16,1009,Kiran,Fortuner,BE-08,Camera,Critical,2067,0,0,1,0.23,115,97.28
2026-01-13,1010,Maya,Innova,BE-07,PCB,Critical,2117,3,0.0014,0.998,0.55,37,87.47
2026-01-10,1005,Puja,Prado NA,BE-07,Camera,Critical,1906,2,0.001,0.998,0.58,119,94.03
2026-01-16,1004,Rishi,Fortuner,BE-07,PCB,Critical,2275,0,0,1,0.02,64,95.13
2026-01-14,1005,Puja,Prado EU,BE-09,PCB,Critical,2267,3,0.0013,0.998,0.78,57,86.85
2026-01-14,1005,Puja,Prado NA,BE-09,Inner VI,Semi-Critical,1772,0,0,1,1.17,68,83.97
2026-01-10,1007,Neha,Fortuner,BE-08,PCB,Critical,2204,0,0,1,0.27,100,95.63
2026-01-14,1005,Puja,Fortuner,BE-07,Inner VI,Semi-Critical,2298,0,0,1,0.01,19,91.48
2026-01-10,1010,Maya,Prado EU,BE-08,Cosmetic,Normal,1594,0,0,1,0.38,79,92.78
2026-01-10,1010,Maya,Prado NA,BE-07,Cosmetic,Normal,1572,0,0,1,0.41,67,91.48
2026-01-14,1008,Saurabh,Prado NA,BE-08,RF Cable,Critical,2140,1,0.0005,0.999,0.42,50,89.93
2026-01-13,1010,Maya,Fortuner,BE-08,Inner VI,Semi-Critical,1569,2,0.0013,0.998,0.08,119,99.01
2026-01-12,1003,Ritesh,Innova,BE-07,Camera,Critical,1807,2,0.0011,0.998,0.85,79,87.99
2026-01-11,1005,Puja,Prado EU,BE-07,Battery,Semi-Critical,2117,1,0.0005,0.999,0.15,84,95.46
2026-01-12,1004,Rishi,Prado NA,BE-07,PCB,Critical,1558,1,0.0006,0.999,0.24,19,89.13
2026-01-11,1002,Kajal,Prado NA,BE-09,Cosmetic,Normal,2027,3,0.0015,0.998,1.03,5,80
2026-01-12,1005,Puja,Fortuner,BE-07,Cosmetic,Normal,1713,4,0.0023,0.997,0.45,9,86.06
2026-01-12,1005,Puja,Prado EU,BE-07,PCB,Critical,1535,4,0.0026,0.996,0.1,86,95.96
2026-01-13,1008,Saurabh,Prado NA,BE-09,Camera,Critical,1557,5,0.0032,0.995,0.49,18,86.33
2026-01-10,1002,Kajal,Prado EU,BE-07,Inner VI,Semi-Critical,1793,1,0.0006,0.999,0.07,72,95.25
2026-01-11,1010,Maya,Innova,BE-09,Inner VI,Semi-Critical,1657,2,0.0012,0.998,0.36,78,92.8
2026-01-14,1009,Kiran,Innova,BE-09,RF Cable,Critical,2227,4,0.0018,0.998,0.78,105,90.81
2026-01-15,1008,Saurabh,Innova,BE-08,PCB,Critical,2010,2,0.001,0.999,0.1,48,92.92
2026-01-12,1002,Kajal,Fortuner,BE-07,Battery,Semi-Critical,1832,1,0.0005,0.999,0.97,103,88.84
2026-01-14,1004,Rishi,Prado EU,BE-07,RF Cable,Critical,2019,3,0.0015,0.998,1.03,40,82.91
2026-01-11,1009,Kiran,Innova,BE-09,RF Cable,Critical,2098,1,0.0005,0.999,0.07,39,92.51
2026-01-11,1009,Kiran,Prado EU,BE-08,Battery,Semi-Critical,1591,0,0,1,1.11,73,84.98
2026-01-15,1002,Kajal,Prado EU,BE-08,Battery,Semi-Critical,1693,0,0,1,0.58,79,90.78
2026-01-10,1002,Kajal,Fortuner,BE-08,Cosmetic,Normal,2177,1,0.0005,0.999,1.14,87,85.81
2026-01-14,1008,Saurabh,Prado EU,BE-08,Camera,Critical,1807,2,0.0011,0.998,0.67,80,89.88
2026-01-12,1008,Saurabh,Innova,BE-07,Battery,Semi-Critical,2298,0,0,1,0.81,9,82.65
2026-01-16,1004,Rishi,Innova,BE-09,PCB,Critical,2116,5,0.0024,0.996,0.66,23,85.12
2026-01-16,1010,Maya,Prado EU,BE-07,RF Cable,Critical,1586,3,0.0019,0.997,1.15,83,85.26
2026-01-11,1007,Neha,Innova,BE-09,Cosmetic,Normal,1999,0,0,1,0.04,27,91.85
2026-01-10,1004,Rishi,Prado EU,BE-09,Battery,Semi-Critical,1612,1,0.0006,0.999,0.18,61,93.23
2026-01-15,1003,Ritesh,Prado NA,BE-08,Battery,Semi-Critical,2074,0,0,1,0.5,16,86.33
2026-01-14,1006,Shubham,Fortuner,BE-07,Cosmetic,Normal,2011,1,0.0005,0.999,1.06,67,84.94
2026-01-14,1002,Kajal,Prado EU,BE-09,PCB,Critical,2176,2,0.0009,0.999,0.16,37,91.41
2026-01-13,1010,Maya,Prado EU,BE-07,Camera,Critical,1881,2,0.0011,0.998,0.91,85,87.9
2026-01-11,1006,Shubham,Innova,BE-07,Inner VI,Semi-Critical,2026,0,0,1,0.4,106,94.83
2026-01-12,1005,Puja,Prado NA,BE-09,Battery,Semi-Critical,1927,1,0.0005,0.999,0.64,40,86.89
2026-01-12,1003,Ritesh,Prado EU,BE-09,Inner VI,Semi-Critical,1706,1,0.0006,0.999,0.47,108,94.25
2026-01-13,1007,Neha,Prado EU,BE-07,PCB,Critical,2215,0,0,1,0.56,55,88.98
2026-01-15,1003,Ritesh,Innova,BE-09,Battery,Semi-Critical,2217,0,0,1,0.42,35,88.72
2026-01-10,1003,Ritesh,Fortuner,BE-09,RF Cable,Critical,1886,0,0,1,0.62,14,84.97
2026-01-13,1005,Puja,Innova,BE-07,Battery,Semi-Critical,1799,3,0.0017,0.998,0.9,115,90.45
2026-01-12,1003,Ritesh,Prado EU,BE-08,Inner VI,Semi-Critical,1881,3,0.0016,0.998,1.04,79,86.06
2026-01-11,1006,Shubham,Innova,BE-08,Cosmetic,Normal,1690,0,0,1,1.08,60,84.2
2026-01-11,1006,Shubham,Prado NA,BE-09,Battery,Semi-Critical,2124,0,0,1,0.74,53,87.02
2026-01-16,1006,Shubham,Prado NA,BE-09,PCB,Critical,1648,1,0.0006,0.999,0.29,100,95.39
2026-01-11,1002,Kajal,Fortuner,BE-08,Inner VI,Semi-Critical,2207,1,0.0005,0.999,1,100,88.3
2026-01-16,1006,Shubham,Innova,BE-08,Cosmetic,Normal,2224,0,0,1,0.5,69,90.75
2026-01-12,1010,Maya,Innova,BE-07,Camera,Critical,1743,1,0.0006,0.999,0.21,82,94.69
2026-01-15,1004,Rishi,Innova,BE-07,Inner VI,Semi-Critical,1745,1,0.0006,0.999,0.64,62,88.72
2026-01-16,1010,Maya,Fortuner,BE-07,Camera,Critical,1945,1,0.0005,0.999,0.15,74,94.62
2026-01-14,1005,Puja,Innova,BE-08,Camera,Critical,1523,2,0.0013,0.998,0.91,50,84.96
2026-01-11,1008,Saurabh,Prado EU,BE-09,PCB,Critical,1848,0,0,1,0.17,24,90.3
2026-01-14,1005,Puja,Prado EU,BE-08,Inner VI,Semi-Critical,1612,1,0.0006,0.999,0.53,21,86.4
2026-01-16,1010,Maya,Innova,BE-08,Cosmetic,Normal,1655,1,0.0006,0.999,1.13,33,81.4
2026-01-11,1001,Anuj,Fortuner,BE-09,PCB,Critical,2242,2,0.0009,0.999,0.56,90,91.83
2026-01-14,1006,Shubham,Prado NA,BE-09,RF Cable,Critical,2073,2,0.001,0.999,0.93,47,84.54
2026-01-12,1006,Shubham,Prado NA,BE-07,Cosmetic,Normal,1804,3,0.0017,0.997,0.68,93,90.81
2026-01-16,1003,Ritesh,Innova,BE-07,PCB,Critical,1774,4,0.0023,0.997,1.12,34,81.46
2026-01-16,1010,Maya,Fortuner,BE-09,Battery,Semi-Critical,1954,0,0,1,0.36,39,89.65
2026-01-14,1007,Neha,Fortuner,BE-08,Cosmetic,Normal,1741,0,0,1,1.16,42,81.9
2026-01-14,1010,Maya,Innova,BE-08,Battery,Semi-Critical,1549,1,0.0006,0.999,0.38,108,95.15
2026-01-10,1007,Neha,Prado EU,BE-08,Inner VI,Semi-Critical,1819,0,0,1,0.37,58,91.13
2026-01-14,1004,Rishi,Innova,BE-09,Camera,Critical,1997,2,0.001,0.998,1.19,50,82.18
2026-01-16,1005,Puja,Prado NA,BE-07,Camera,Critical,1782,4,0.0022,0.996,0.72,118,92.44
2026-01-10,1009,Kiran,Prado EU,BE-07,PCB,Critical,2109,2,0.0009,0.999,0.03,39,92.87
2026-01-12,1004,Rishi,Fortuner,BE-08,Inner VI,Semi-Critical,1644,1,0.0006,0.999,0.71,63,88.1
2026-01-10,1010,Maya,Prado NA,BE-07,Battery,Semi-Critical,2027,1,0.0005,0.999,1.14,34,81.39
2026-01-13,1006,Shubham,Fortuner,BE-09,Inner VI,Semi-Critical,2204,0,0,1,0.48,95,93.12
2026-01-12,1007,Neha,Innova,BE-08,Cosmetic,Normal,1813,1,0.0006,0.999,0.45,83,92.37
2026-01-11,1001,Anuj,Prado EU,BE-07,Cosmetic,Normal,1948,0,0,1,1.12,42,82.3
2026-01-13,1010,Maya,Prado EU,BE-08,Battery,Semi-Critical,2151,0,0,1,1.06,16,80.73
2026-01-13,1002,Kajal,Prado NA,BE-08,RF Cable,Critical,1772,1,0.0006,0.999,0.42,65,91.17
2026-01-14,1002,Kajal,Prado NA,BE-07,RF Cable,Critical,1957,3,0.0015,0.998,0.83,24,83.57
2026-01-11,1007,Neha,Prado EU,BE-08,Camera,Critical,1668,3,0.0018,0.997,0.61,88,91.09
2026-01-11,1004,Rishi,Fortuner,BE-07,Cosmetic,Normal,2035,2,0.001,0.999,0.7,103,91.5
2026-01-16,1003,Ritesh,Fortuner,BE-07,Inner VI,Semi-Critical,2021,0,0,1,0.83,33,84.45
2026-01-10,1004,Rishi,Prado NA,BE-08,RF Cable,Critical,1823,2,0.0011,0.998,0.16,117,98.06
2026-01-12,1002,Kajal,Prado NA,BE-08,Battery,Semi-Critical,1536,0,0,1,0.36,43,89.98
2026-01-16,1008,Saurabh,Prado NA,BE-07,RF Cable,Critical,1864,2,0.0011,0.998,0.32,91,94.29
2026-01-16,1004,Rishi,Prado NA,BE-09,Cosmetic,Normal,2079,0,0,1,0.56,81,91.15
2026-01-15,1009,Kiran,Fortuner,BE-09,PCB,Critical,1655,1,0.0006,0.999,0.82,84,88.75
2026-01-13,1010,Maya,Prado EU,BE-07,Battery,Semi-Critical,1719,2,0.0012,0.999,0.73,75,88.86
2026-01-12,1001,Anuj,Prado EU,BE-09,Battery,Semi-Critical,1719,0,0,1,0.65,8,84.17
2026-01-14,1010,Maya,Innova,BE-07,Cosmetic,Normal,1672,4,0.0024,0.997,0.42,34,88.45
2026-01-16,1002,Kajal,Prado EU,BE-08,Cosmetic,Normal,1777,1,0.0006,0.999,0.81,40,85.19
2026-01-16,1010,Maya,Prado EU,BE-08,Cosmetic,Normal,2065,0,0,1,0.4,47,89.92
2026-01-10,1006,Shubham,Prado EU,BE-09,RF Cable,Critical,2255,1,0.0004,0.999,0.96,41,83.78
2026-01-10,1002,Kajal,Prado NA,BE-08,Camera,Critical,2204,1,0.0005,0.999,0.69,52,87.4
2026-01-11,1004,Rishi,Innova,BE-09,Cosmetic,Normal,2019,1,0.0005,0.999,0.42,112,95.1
2026-01-11,1010,Maya,Prado NA,BE-09,PCB,Critical,1826,3,0.0016,0.998,1.13,10,79.4
2026-01-16,1008,Saurabh,Prado NA,BE-07,PCB,Critical,2056,3,0.0015,0.998,0.59,100,92.32
2026-01-16,1009,Kiran,Prado NA,BE-08,RF Cable,Critical,1720,3,0.0017,0.998,0.59,19,85.55
2026-01-11,1010,Maya,Prado EU,BE-08,PCB,Critical,1747,1,0.0006,0.999,0.15,33,91.2
2026-01-16,1003,Ritesh,Innova,BE-08,Battery,Semi-Critical,2041,0,0,1,0.89,118,90.93
2026-01-11,1004,Rishi,Prado EU,BE-07,RF Cable,Critical,2163,3,0.0014,0.998,0.91,79,87.37
2026-01-14,1006,Shubham,Fortuner,BE-09,Inner VI,Semi-Critical,1515,0,0,1,0.07,31,91.88
2026-01-13,1009,Kiran,Fortuner,BE-08,Inner VI,Semi-Critical,1742,0,0,1,0.46,10,86.23
2026-01-16,1005,Puja,Prado EU,BE-09,Cosmetic,Normal,1716,0,0,1,1.11,34,81.73
2026-01-14,1007,Neha,Prado EU,BE-09,PCB,Critical,2202,0,0,1,0.72,50,86.97
2026-01-10,1002,Kajal,Prado EU,BE-07,PCB,Critical,2175,2,0.0009,0.999,0.17,74,94.4
2026-01-16,1009,Kiran,Innova,BE-08,Cosmetic,Normal,1975,1,0.0005,0.999,0.99,60,85.06
2026-01-16,1008,Saurabh,Fortuner,BE-08,Camera,Critical,2122,3,0.0014,0.998,0.46,49,89.37
2026-01-16,1004,Rishi,Fortuner,BE-09,Inner VI,Semi-Critical,2061,0,0,1,0.55,109,93.58
2026-01-13,1005,Puja,Prado NA,BE-09,Battery,Semi-Critical,2262,1,0.0004,0.999,0.37,40,89.6
2026-01-11,1003,Ritesh,Prado EU,BE-08,Inner VI,Semi-Critical,2281,0,0,1,0.28,21,88.95
2026-01-13,1006,Shubham,Prado NA,BE-07,RF Cable,Critical,1836,2,0.0011,0.998,0.24,98,95.68
2026-01-14,1009,Kiran,Fortuner,BE-08,Cosmetic,Normal,1877,1,0.0005,0.999,0.88,41,84.57
2026-01-11,1004,Rishi,Innova,BE-09,PCB,Critical,1528,3,0.002,0.998,0.59,26,86.12
2026-01-10,1002,Kajal,Fortuner,BE-08,Inner VI,Semi-Critical,2007,1,0.0005,0.999,0.24,103,96.14
2026-01-11,1002,Kajal,Prado EU,BE-07,RF Cable,Critical,2196,2,0.0009,0.999,0.92,80,87.39
2026-01-10,1003,Ritesh,Prado EU,BE-09,Battery,Semi-Critical,1679,1,0.0006,0.999,0.89,110,90.22
2026-01-15,1002,Kajal,Innova,BE-09,Battery,Semi-Critical,1680,3,0.0018,0.997,1,81,86.6
2026-01-16,1003,Ritesh,Fortuner,BE-07,PCB,Critical,1756,0,0,1,1.07,107,88.22
2026-01-15,1004,Rishi,Innova,BE-09,Battery,Semi-Critical,2299,1,0.0004,0.999,0.61,22,85.7
2026-01-16,1006,Shubham,Prado NA,BE-09,Camera,Critical,1892,1,0.0005,0.999,1.04,76,85.89
2026-01-11,1001,Anuj,Prado EU,BE-08,Camera,Critical,1654,0,0,1,0.01,19,91.48
2026-01-16,1003,Ritesh,Prado EU,BE-07,Camera,Critical,2265,0,0,1,1.03,112,89.03
2026-01-15,1009,Kiran,Fortuner,BE-07,PCB,Critical,1775,2,0.0011,0.998,0.89,52,85.34
2026-01-11,1001,Anuj,Prado EU,BE-07,PCB,Critical,1855,2,0.0011,0.998,0.27,110,96.38
2026-01-12,1004,Rishi,Prado NA,BE-09,PCB,Critical,2231,2,0.0009,0.999,0.14,23,90.44
2026-01-16,1004,Rishi,Prado EU,BE-07,Cosmetic,Normal,1878,0,0,1,0.52,56,89.47
2026-01-16,1008,Saurabh,Innova,BE-07,PCB,Critical,1712,2,0.0012,0.998,0.7,116,92.57
2026-01-15,1005,Puja,Prado EU,BE-09,Camera,Critical,1954,2,0.001,0.998,0.55,22,86.25
2026-01-10,1010,Maya,Prado EU,BE-09,Inner VI,Semi-Critical,1545,0,0,1,0.01,36,92.9
2026-01-16,1009,Kiran,Fortuner,BE-09,RF Cable,Critical,1583,0,0,1,1.11,12,79.9
2026-01-10,1010,Maya,Prado NA,BE-07,Battery,Semi-Critical,1962,1,0.0005,0.999,0.95,66,85.96
2026-01-14,1009,Kiran,Prado EU,BE-08,Camera,Critical,2043,2,0.001,0.999,0.03,102,98.13
2026-01-13,1004,Rishi,Prado NA,BE-09,RF Cable,Critical,2069,5,0.0024,0.996,0.59,48,87.9
2026-01-10,1009,Kiran,Prado NA,BE-07,PCB,Critical,1788,4,0.0022,0.997,0.08,13,90.11
2026-01-11,1003,Ritesh,Innova,BE-09,Battery,Semi-Critical,2015,2,0.001,0.999,0.63,48,87.62
2026-01-13,1003,Ritesh,Prado NA,BE-08,RF Cable,Critical,2087,2,0.001,0.999,1.03,79,86.21
2026-01-11,1010,Maya,Prado EU,BE-07,Camera,Critical,1607,0,0,1,0.68,91,90.78
2026-01-15,1006,Shubham,Fortuner,BE-09,Inner VI,Semi-Critical,1524,0,0,1,0.88,53,85.62
2026-01-16,1008,Saurabh,Prado EU,BE-08,Camera,Critical,1534,4,0.0026,0.996,0.62,113,93
